account_id,start_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,cohort_month
A-4437e4,2024-08-17,Enterprise,11,2189,26268,0,1,0,0,monthly,1,2024-08
A-e7beab,2023-12-15,Enterprise,11,2189,26268,0,0,0,0,monthly,1,2023-12
A-029f69,2024-08-04,Pro,21,1029,12348,0,0,0,1,annual,0,2024-08
A-700ade,2024-11-17,Pro,25,1225,14700,0,0,0,1,annual,1,2024-11
A-fb186e,2024-11-16,Basic,33,0,0,1,0,0,0,annual,0,2024-11
A-075038,2023-07-14,Pro,103,5047,60564,0,0,0,0,annual,1,2023-07
A-0532a9,2024-10-02,Pro,19,931,11172,0,0,1,0,annual,1,2024-10
A-faa28c,2024-09-11,Basic,49,931,11172,0,0,0,0,annual,1,2024-09
A-e08cd3,2024-10-16,Enterprise,67,13333,159996,0,0,0,0,annual,0,2024-10
A-faa28c,2024-12-25,Pro,48,2352,28224,0,0,0,0,monthly,1,2024-12
A-9174e0,2024-12-21,Pro,37,1813,21756,0,0,0,0,monthly,1,2024-12
A-dcc3f1,2024-11-20,Basic,21,399,4788,0,0,0,0,annual,0,2024-11
A-0dbdc6,2023-11-04,Basic,30,570,6840,0,0,0,0,monthly,1,2023-11
A-a45270,2024-07-12,Enterprise,10,1990,23880,0,0,0,0,annual,1,2024-07
A-075038,2024-08-10,Basic,49,0,0,1,0,0,0,annual,1,2024-08
A-02cd81,2024-03-28,Basic,44,836,10032,0,0,0,0,annual,0,2024-03
A-313be3,2024-01-31,Enterprise,47,9353,112236,0,0,0,0,annual,0,2024-01
A-798a3f,2024-05-06,Enterprise,12,2388,28656,0,0,0,0,monthly,1,2024-05
A-fd9422,2024-12-11,Pro,58,0,0,1,0,0,0,annual,1,2024-12
A-c222ab,2024-12-12,Enterprise,32,6368,76416,0,0,0,0,monthly,1,2024-12
A-67be94,2023-11-21,Basic,41,779,9348,0,0,0,0,annual,1,2023-11
A-18793f,2024-12-29,Pro,148,7252,87024,0,0,0,0,monthly,1,2024-12
A-625d0b,2024-11-09,Pro,14,686,8232,0,0,0,0,annual,1,2024-11
A-098560,2024-03-24,Pro,12,588,7056,0,0,0,0,monthly,0,2024-03
A-df1e44,2024-04-09,Pro,12,588,7056,0,0,0,0,annual,0,2024-04
A-9077b0,2024-12-20,Pro,63,0,0,1,0,0,1,monthly,1,2024-12
A-7988d1,2024-09-28,Basic,33,627,7524,0,0,0,1,monthly,0,2024-09
A-544d0a,2024-10-27,Pro,6,294,3528,0,0,1,0,monthly,1,2024-10
A-eb1312,2024-12-13,Pro,25,1225,14700,0,0,0,0,annual,1,2024-12
A-2bc93d,2024-12-20,Pro,35,1715,20580,0,0,0,0,monthly,1,2024-12
A-9b9fe9,2023-10-16,Basic,11,0,0,1,0,0,0,monthly,1,2023-10
A-1f0636,2024-10-30,Basic,105,1995,23940,0,0,0,0,annual,1,2024-10
A-c608c8,2023-06-30,Enterprise,3,597,7164,0,0,1,0,annual,1,2023-06
A-0651a4,2024-12-23,Pro,16,784,9408,0,0,0,0,monthly,0,2024-12
A-c4ea60,2024-02-19,Basic,58,0,0,1,0,0,0,annual,1,2024-02
A-d4e0d4,2024-10-23,Pro,117,5733,68796,0,0,1,0,monthly,0,2024-10
A-2e3bad,2024-09-29,Enterprise,61,12139,145668,0,0,0,0,annual,1,2024-09
A-9c18c4,2023-12-26,Enterprise,11,2189,26268,0,0,0,0,monthly,1,2023-12
A-4a4c2d,2023-07-14,Basic,54,1026,12312,0,0,0,0,monthly,1,2023-07
A-86cdb4,2024-12-14,Basic,52,988,11856,0,0,0,0,annual,1,2024-12
A-42b791,2024-10-25,Basic,27,513,6156,0,0,0,1,monthly,1,2024-10
A-e5d6ab,2023-10-08,Enterprise,21,4179,50148,0,0,0,0,monthly,1,2023-10
A-798a3f,2024-03-24,Basic,42,798,9576,0,0,0,0,annual,1,2024-03
A-89ee83,2024-10-25,Enterprise,40,7960,95520,0,0,0,0,monthly,1,2024-10
A-f6b2fb,2024-11-18,Basic,23,437,5244,0,0,0,0,monthly,0,2024-11
A-7c4956,2023-12-17,Basic,9,0,0,1,0,0,1,annual,1,2023-12
A-f45426,2024-11-15,Pro,11,0,0,1,0,0,0,monthly,1,2024-11
A-781cc0,2024-11-30,Enterprise,12,0,0,1,0,0,0,monthly,1,2024-11
A-e36807,2024-12-17,Basic,63,1197,14364,0,0,0,0,monthly,1,2024-12
A-a6d261,2024-02-25,Pro,9,441,5292,0,0,0,0,monthly,0,2024-02
A-94d3da,2024-02-07,Basic,41,0,0,1,0,0,0,annual,1,2024-02
A-40a557,2024-11-23,Pro,16,784,9408,0,0,0,0,monthly,1,2024-11
A-3c1a3f,2023-12-28,Enterprise,29,5771,69252,0,0,0,0,monthly,1,2023-12
A-84ebe4,2023-06-22,Enterprise,18,3582,42984,0,0,0,0,annual,1,2023-06
A-940b8b,2024-06-07,Basic,45,0,0,1,0,0,0,annual,1,2024-06
A-9077b0,2024-08-26,Basic,2,38,456,0,0,0,0,monthly,1,2024-08
A-b7ef83,2024-06-20,Enterprise,13,2587,31044,0,0,0,0,annual,1,2024-06
A-05d3b3,2024-09-26,Enterprise,9,0,0,1,0,0,0,monthly,1,2024-09
A-f19409,2023-08-09,Enterprise,23,4577,54924,0,0,0,0,annual,1,2023-08
A-0b0d6d,2024-12-31,Pro,3,147,1764,0,1,0,0,monthly,1,2024-12
A-c58f49,2024-09-13,Enterprise,70,13930,167160,0,0,0,0,monthly,1,2024-09
A-202b67,2024-06-22,Enterprise,25,4975,59700,0,1,0,0,annual,1,2024-06
A-883b7d,2024-05-12,Enterprise,50,0,0,1,0,0,0,annual,0,2024-05
A-e60f9d,2024-12-11,Basic,29,551,6612,0,0,0,0,monthly,1,2024-12
A-adc1f3,2024-09-04,Enterprise,50,9950,119400,0,0,0,1,annual,1,2024-09
A-7f4db3,2024-09-07,Enterprise,4,0,0,1,0,0,0,monthly,0,2024-09
A-328bd0,2023-12-15,Pro,39,1911,22932,0,0,0,1,monthly,1,2023-12
A-6f8ad2,2024-08-16,Enterprise,20,3980,47760,0,0,0,0,annual,1,2024-08
A-7c4956,2023-11-02,Basic,51,0,0,1,0,0,1,monthly,1,2023-11
A-35083d,2024-05-04,Pro,19,931,11172,0,0,0,1,annual,1,2024-05
A-bece89,2024-05-20,Enterprise,26,5174,62088,0,1,0,0,annual,0,2024-05
A-4e44e8,2024-09-15,Enterprise,78,15522,186264,0,0,0,1,monthly,1,2024-09
A-98a59a,2023-09-02,Pro,56,2744,32928,0,0,0,0,monthly,1,2023-09
A-f446b6,2024-01-07,Enterprise,18,3582,42984,0,0,0,0,annual,0,2024-01
A-a6d261,2024-09-20,Pro,26,1274,15288,0,0,0,0,annual,1,2024-09
A-186a44,2024-07-05,Basic,20,380,4560,0,0,0,0,monthly,1,2024-07
A-5b1bcd,2024-01-10,Basic,73,1387,16644,0,0,0,0,monthly,1,2024-01
A-c16cf7,2024-12-07,Basic,13,247,2964,0,0,0,0,annual,1,2024-12
A-bc87bc,2024-09-11,Basic,18,342,4104,0,0,0,1,annual,1,2024-09
A-35083d,2024-07-17,Basic,19,361,4332,0,0,0,0,monthly,0,2024-07
A-e08cd3,2024-12-08,Pro,67,3283,39396,0,0,0,0,monthly,0,2024-12
A-0cc442,2024-10-21,Basic,45,855,10260,0,0,0,0,annual,0,2024-10
A-1f0636,2024-04-09,Enterprise,105,20895,250740,0,0,0,0,annual,1,2024-04
A-781cc0,2024-10-08,Basic,16,304,3648,0,0,0,0,annual,1,2024-10
A-118d55,2024-10-26,Enterprise,8,1592,19104,0,1,0,0,monthly,1,2024-10
A-df10db,2023-10-23,Basic,7,133,1596,0,0,0,0,annual,1,2023-10
A-e89151,2024-04-15,Basic,20,380,4560,0,0,0,1,monthly,0,2024-04
A-427b69,2024-11-06,Enterprise,34,6766,81192,0,0,0,0,monthly,1,2024-11
A-c7e58b,2023-12-16,Enterprise,7,1393,16716,0,0,0,0,monthly,0,2023-12
A-f3ff05,2024-10-19,Enterprise,48,9552,114624,0,0,0,0,annual,1,2024-10
A-7f4db3,2023-10-12,Enterprise,7,1393,16716,0,0,0,0,annual,1,2023-10
A-0f3e88,2024-11-07,Pro,7,0,0,1,1,0,0,monthly,0,2024-11
A-50bb9f,2024-10-29,Enterprise,2,398,4776,0,0,0,0,monthly,1,2024-10
A-1ac5e0,2024-11-30,Pro,33,1617,19404,0,0,0,0,monthly,1,2024-11
A-bc87bc,2024-12-15,Basic,8,152,1824,0,0,0,0,monthly,1,2024-12
A-05d3b3,2023-07-12,Basic,9,171,2052,0,0,0,0,annual,1,2023-07
A-5247b3,2024-11-25,Basic,74,1406,16872,0,1,0,0,annual,1,2024-11
A-20736a,2024-10-03,Pro,61,2989,35868,0,0,1,0,monthly,1,2024-10
A-de24d5,2024-12-06,Basic,17,323,3876,0,0,0,0,monthly,1,2024-12
A-417d2f,2023-07-16,Enterprise,51,10149,121788,0,0,0,0,annual,1,2023-07
A-d792a6,2023-09-03,Basic,5,95,1140,0,0,0,1,annual,1,2023-09
A-180abf,2024-07-10,Basic,64,1216,14592,0,0,0,0,monthly,1,2024-07
A-8b0451,2024-12-10,Pro,41,2009,24108,0,0,0,0,monthly,1,2024-12
A-f9cc74,2024-12-09,Enterprise,30,0,0,1,0,0,0,monthly,1,2024-12
A-781cc0,2024-11-01,Pro,12,0,0,1,0,0,0,monthly,0,2024-11
A-7c83a1,2024-11-02,Pro,12,0,0,1,0,0,0,monthly,1,2024-11
A-c7e58b,2024-07-08,Enterprise,7,1393,16716,0,0,0,0,annual,0,2024-07
A-f9cc74,2024-10-12,Enterprise,30,5970,71640,0,0,0,0,monthly,1,2024-10
A-1986ca,2024-01-05,Enterprise,20,3980,47760,0,0,0,0,monthly,0,2024-01
A-10b8f2,2024-03-22,Pro,47,2303,27636,0,0,0,0,monthly,0,2024-03
A-d4e0d4,2024-10-28,Enterprise,117,23283,279396,0,0,0,0,annual,1,2024-10
A-f44180,2023-04-10,Enterprise,14,2786,33432,0,0,0,0,annual,1,2023-04
A-0be015,2024-10-21,Basic,19,361,4332,0,0,0,0,annual,1,2024-10
A-7a0d69,2024-10-12,Enterprise,26,5174,62088,0,0,0,0,monthly,1,2024-10
A-7a0d69,2024-09-16,Basic,15,285,3420,0,0,0,0,monthly,1,2024-09
A-8bde0c,2024-12-19,Basic,53,1007,12084,0,0,0,0,monthly,1,2024-12
A-9779ad,2024-07-29,Enterprise,40,7960,95520,0,0,0,0,monthly,1,2024-07
A-3793ee,2024-07-22,Enterprise,49,9751,117012,0,0,1,0,monthly,1,2024-07
A-54d94a,2023-12-17,Pro,27,1323,15876,0,0,0,0,annual,1,2023-12
A-a09355,2024-10-17,Enterprise,14,2786,33432,0,0,0,0,annual,1,2024-10
A-7da956,2024-06-15,Basic,26,0,0,1,0,0,0,annual,1,2024-06
A-39b19f,2024-05-11,Pro,54,2646,31752,0,1,0,0,monthly,0,2024-05
A-e693b6,2024-11-19,Enterprise,55,10945,131340,0,0,0,0,annual,1,2024-11
A-de24d5,2024-12-14,Pro,54,0,0,1,0,0,0,monthly,1,2024-12
A-8b25f2,2024-10-08,Basic,47,893,10716,0,0,1,1,annual,1,2024-10
A-a09355,2024-09-24,Pro,15,735,8820,0,0,0,0,monthly,1,2024-09
A-4c38bc,2024-06-01,Pro,36,1764,21168,0,0,0,0,monthly,0,2024-06
A-bb2f49,2023-10-26,Pro,9,441,5292,0,0,0,0,monthly,1,2023-10
A-7c83a1,2024-06-27,Enterprise,26,5174,62088,0,0,0,1,monthly,1,2024-06
A-37f969,2024-05-14,Enterprise,30,5970,71640,0,0,0,0,monthly,0,2024-05
A-241e75,2024-09-29,Pro,13,637,7644,0,0,1,0,annual,1,2024-09
A-c16cf7,2024-10-18,Pro,13,637,7644,0,0,0,0,monthly,1,2024-10
A-08e34e,2024-07-02,Basic,29,0,0,1,0,0,0,annual,1,2024-07
A-410e86,2024-12-17,Pro,33,0,0,1,0,0,0,annual,1,2024-12
A-bcf664,2024-11-11,Enterprise,7,1393,16716,0,0,0,0,annual,1,2024-11
A-e89151,2024-02-16,Enterprise,8,1592,19104,0,1,0,1,annual,0,2024-02
A-66224b,2024-11-20,Basic,92,0,0,1,0,0,0,annual,0,2024-11
A-dfbd31,2024-04-29,Basic,14,266,3192,0,0,0,0,monthly,1,2024-04
A-158f4e,2023-12-19,Pro,61,2989,35868,0,0,0,0,monthly,1,2023-12
A-e4144b,2024-11-11,Enterprise,41,8159,97908,0,0,0,0,annual,1,2024-11
A-3a7284,2024-11-28,Enterprise,31,6169,74028,0,0,0,0,monthly,1,2024-11
A-726cfa,2024-02-29,Basic,24,456,5472,0,1,0,0,monthly,1,2024-02
A-17939a,2024-12-30,Basic,20,380,4560,0,0,0,0,annual,1,2024-12
A-9f9299,2024-03-09,Basic,28,532,6384,0,0,0,0,monthly,0,2024-03
A-8bde0c,2024-12-19,Basic,23,437,5244,0,0,0,0,annual,1,2024-12
A-39b19f,2023-07-04,Pro,20,980,11760,0,0,0,0,annual,1,2023-07
A-67be94,2023-09-17,Enterprise,37,7363,88356,0,0,0,1,monthly,0,2023-09
A-ccabf0,2023-11-18,Pro,21,1029,12348,0,0,0,0,annual,1,2023-11
A-751c58,2024-08-24,Pro,15,735,8820,0,0,0,0,annual,1,2024-08
A-9208f0,2023-05-15,Enterprise,14,2786,33432,0,0,0,0,annual,1,2023-05
A-712f1c,2024-12-11,Pro,17,833,9996,0,0,0,0,annual,1,2024-12
A-e7beab,2024-03-16,Enterprise,5,995,11940,0,0,0,1,annual,1,2024-03
A-c1e51e,2024-12-29,Basic,41,779,9348,0,0,0,1,annual,1,2024-12
A-31ab9a,2024-03-23,Basic,15,285,3420,0,0,0,0,monthly,1,2024-03
A-afa505,2024-01-08,Pro,70,3430,41160,0,0,0,0,monthly,1,2024-01
A-9bfc9f,2024-03-14,Basic,53,1007,12084,0,1,0,0,annual,1,2024-03
A-eb7fac,2024-09-03,Enterprise,16,3184,38208,0,0,0,0,monthly,1,2024-09
A-4e631b,2024-12-10,Basic,22,418,5016,0,0,0,0,annual,1,2024-12
A-fd7ad3,2024-11-02,Basic,12,0,0,1,0,0,0,annual,1,2024-11
A-e6afc1,2023-05-24,Enterprise,51,10149,121788,0,0,0,0,annual,1,2023-05
A-503d5a,2024-06-28,Pro,6,294,3528,0,0,0,0,monthly,1,2024-06
A-068fc6,2024-07-20,Pro,35,1715,20580,0,0,0,0,monthly,1,2024-07
A-0dbdc6,2024-04-24,Pro,30,1470,17640,0,0,0,0,annual,1,2024-04
A-dfbd31,2023-12-10,Pro,14,0,0,1,0,0,0,annual,1,2023-12
A-88c6ca,2024-12-03,Pro,11,539,6468,0,0,0,0,monthly,1,2024-12
A-425e76,2024-08-13,Enterprise,9,1791,21492,0,0,0,0,annual,1,2024-08
A-e19ff6,2024-10-23,Pro,26,1274,15288,0,0,0,0,monthly,0,2024-10
A-7920cc,2024-11-29,Pro,39,1911,22932,0,0,0,0,annual,1,2024-11
A-9b9fe9,2024-11-28,Enterprise,50,9950,119400,0,0,0,0,monthly,1,2024-11
A-9174e0,2024-12-10,Pro,37,1813,21756,0,0,0,0,annual,1,2024-12
A-82d8a6,2024-12-31,Pro,5,245,2940,0,0,0,1,annual,1,2024-12
A-2d4502,2024-04-30,Pro,8,392,4704,0,0,0,0,annual,1,2024-04
A-de58ca,2023-10-09,Enterprise,62,12338,148056,0,0,0,0,annual,0,2023-10
A-a7bd4b,2024-09-18,Basic,9,171,2052,0,0,0,1,monthly,1,2024-09
A-bf7919,2024-12-21,Pro,15,735,8820,0,0,0,1,annual,1,2024-12
A-c42f1f,2024-10-13,Enterprise,12,2388,28656,0,0,0,0,annual,1,2024-10
A-dbc825,2024-10-19,Enterprise,55,10945,131340,0,0,0,1,monthly,1,2024-10
A-462d45,2024-01-16,Basic,89,1691,20292,0,0,0,1,annual,0,2024-01
A-9f0b68,2024-10-08,Enterprise,10,1990,23880,0,0,1,0,annual,1,2024-10
A-9badbd,2024-12-03,Enterprise,5,995,11940,0,0,0,0,annual,1,2024-12
A-05d3b3,2023-11-27,Pro,9,0,0,1,0,0,0,monthly,0,2023-11
A-956988,2024-12-07,Pro,26,1274,15288,0,0,0,0,annual,1,2024-12
A-55f257,2024-01-24,Enterprise,23,4577,54924,0,1,0,0,annual,1,2024-01
A-a865bd,2024-05-22,Enterprise,38,7562,90744,0,0,0,0,annual,0,2024-05
A-82d8a6,2024-12-14,Enterprise,10,0,0,1,1,0,1,monthly,1,2024-12
A-8e47ca,2024-11-03,Enterprise,25,4975,59700,0,0,0,1,monthly,1,2024-11
A-59f724,2024-03-14,Basic,3,0,0,1,0,0,0,monthly,1,2024-03
A-a1bbb6,2024-02-26,Pro,8,392,4704,0,0,0,0,monthly,1,2024-02
A-296d7c,2024-01-30,Basic,6,114,1368,0,0,0,0,annual,1,2024-01
A-a1b80b,2024-06-28,Enterprise,16,3184,38208,0,1,0,0,annual,1,2024-06
A-9f2731,2024-11-10,Pro,33,1617,19404,0,0,0,0,monthly,1,2024-11
A-fd9422,2024-07-12,Enterprise,58,0,0,1,0,0,0,monthly,0,2024-07
A-49b828,2023-08-09,Enterprise,25,4975,59700,0,1,0,0,monthly,1,2023-08
A-c37cab,2024-10-19,Pro,13,637,7644,0,0,1,0,annual,1,2024-10
A-bbc346,2024-11-24,Enterprise,19,3781,45372,0,0,0,0,annual,1,2024-11
A-3b5cd1,2024-06-11,Enterprise,55,0,0,1,1,0,0,annual,1,2024-06
A-d535f6,2024-09-21,Basic,12,0,0,1,0,0,0,monthly,1,2024-09
A-bb1486,2024-11-23,Pro,41,2009,24108,0,0,0,0,annual,1,2024-11
A-410e86,2024-12-01,Basic,24,456,5472,0,0,0,0,monthly,0,2024-12
A-e83938,2024-02-08,Enterprise,16,3184,38208,0,1,0,0,monthly,1,2024-02
A-58b9ff,2024-07-18,Enterprise,2,398,4776,0,0,0,0,monthly,1,2024-07
A-05d3b3,2024-09-10,Basic,9,171,2052,0,0,0,0,monthly,1,2024-09
A-cb6cc6,2023-08-15,Basic,14,266,3192,0,1,0,0,annual,0,2023-08
A-e60f9d,2024-11-13,Enterprise,29,5771,69252,0,0,0,0,annual,0,2024-11
A-9b9fe9,2024-11-19,Pro,68,3332,39984,0,0,0,0,annual,1,2024-11
A-91e948,2023-12-06,Basic,41,779,9348,0,0,0,0,monthly,1,2023-12
A-e51ec7,2023-11-27,Enterprise,25,4975,59700,0,0,1,0,monthly,1,2023-11
A-a33200,2024-10-14,Pro,29,1421,17052,0,0,0,0,monthly,1,2024-10
A-039727,2024-11-10,Basic,25,475,5700,0,0,0,0,annual,1,2024-11
A-034368,2024-11-29,Basic,29,551,6612,0,0,0,0,monthly,0,2024-11
A-10b8da,2024-09-14,Pro,34,1666,19992,0,0,0,0,monthly,1,2024-09
A-fd7ad3,2024-11-07,Basic,12,228,2736,0,0,0,0,monthly,1,2024-11
A-e693b6,2023-09-23,Pro,55,2695,32340,0,1,0,1,monthly,1,2023-09
A-ba6516,2024-10-04,Basic,27,513,6156,0,0,1,0,monthly,0,2024-10
A-0f6450,2024-12-27,Enterprise,28,0,0,1,0,0,0,monthly,1,2024-12
A-8adedc,2024-05-23,Basic,5,95,1140,0,0,0,0,annual,1,2024-05
A-956988,2024-12-05,Basic,70,1330,15960,0,0,0,0,annual,1,2024-12
A-ac85cd,2024-12-26,Pro,85,4165,49980,0,0,0,0,annual,1,2024-12
A-726cfa,2024-11-24,Enterprise,31,6169,74028,0,0,0,0,monthly,1,2024-11
A-993085,2023-08-09,Basic,31,589,7068,0,0,0,0,monthly,1,2023-08
A-902ef7,2024-09-30,Enterprise,83,16517,198204,0,1,0,0,monthly,1,2024-09
A-0e966d,2024-09-05,Basic,11,209,2508,0,0,0,0,monthly,1,2024-09
A-712533,2023-11-09,Basic,18,342,4104,0,0,0,0,annual,1,2023-11
A-7a0d69,2024-12-10,Enterprise,16,3184,38208,0,0,0,0,monthly,1,2024-12
A-b48f73,2024-12-26,Basic,80,1520,18240,0,0,0,0,monthly,1,2024-12
A-1d5444,2024-07-17,Pro,24,1176,14112,0,0,0,0,annual,1,2024-07
A-484819,2024-07-31,Basic,22,418,5016,0,0,0,0,annual,1,2024-07
A-6f8ad2,2024-09-27,Basic,29,551,6612,0,0,0,0,annual,0,2024-09
A-1b707d,2024-12-27,Basic,2,0,0,1,0,0,0,annual,0,2024-12
A-756192,2024-06-14,Enterprise,39,7761,93132,0,0,0,0,annual,1,2024-06
A-417d2f,2023-08-14,Basic,37,703,8436,0,0,0,0,annual,0,2023-08
A-dbc825,2024-03-06,Pro,19,931,11172,0,0,0,0,annual,1,2024-03
A-ab438f,2024-11-28,Enterprise,13,2587,31044,0,0,0,0,annual,0,2024-11
A-94c3cd,2024-11-23,Pro,32,0,0,1,0,0,0,monthly,1,2024-11
A-5a3eb9,2024-03-15,Pro,18,882,10584,0,0,0,0,annual,1,2024-03
A-8b25f2,2024-03-23,Pro,6,294,3528,0,0,0,0,annual,1,2024-03
A-faa28c,2024-02-05,Enterprise,48,9552,114624,0,0,0,1,monthly,0,2024-02
A-68f37c,2024-10-05,Enterprise,4,796,9552,0,1,0,0,monthly,1,2024-10
A-94d3da,2023-09-26,Pro,41,0,0,1,0,0,0,annual,1,2023-09
A-d82ef9,2024-11-30,Basic,26,494,5928,0,0,0,0,monthly,1,2024-11
A-8145a0,2024-05-01,Basic,37,0,0,1,1,0,0,annual,0,2024-05
A-e888d1,2024-11-26,Pro,14,686,8232,0,0,0,0,monthly,1,2024-11
A-7d514c,2024-09-07,Enterprise,17,3383,40596,0,0,0,0,annual,1,2024-09
A-019782,2024-12-04,Enterprise,15,0,0,1,0,0,0,annual,0,2024-12
A-089363,2024-06-18,Pro,34,0,0,1,1,0,0,annual,1,2024-06
A-09316c,2024-11-27,Pro,70,3430,41160,0,0,0,0,annual,1,2024-11
A-474ad4,2024-04-18,Basic,8,152,1824,0,0,0,0,annual,1,2024-04
A-4c38bc,2024-05-10,Pro,36,1764,21168,0,0,0,0,annual,1,2024-05
A-7c4956,2023-12-28,Enterprise,5,995,11940,0,0,0,0,monthly,1,2023-12
A-ac14bb,2023-10-28,Enterprise,21,4179,50148,0,0,0,0,monthly,1,2023-10
A-58b9ff,2024-06-17,Pro,25,0,0,1,0,0,0,monthly,0,2024-06
A-d26ab4,2024-11-18,Pro,62,0,0,1,0,0,0,annual,0,2024-11
A-432483,2023-12-13,Enterprise,60,11940,143280,0,0,0,0,monthly,0,2023-12
A-855a48,2024-01-30,Enterprise,40,7960,95520,0,0,1,0,annual,0,2024-01
A-016043,2024-11-27,Basic,11,209,2508,0,0,0,0,annual,0,2024-11
A-b7b7b7,2024-11-04,Pro,45,2205,26460,0,0,0,0,annual,1,2024-11
A-4e960a,2024-07-10,Enterprise,12,2388,28656,0,0,1,0,monthly,1,2024-07
A-ac9111,2024-09-06,Basic,28,532,6384,0,0,0,0,annual,1,2024-09
A-cbbe12,2023-07-21,Pro,40,0,0,1,0,0,1,annual,1,2023-07
A-34ea2f,2024-11-19,Pro,8,0,0,1,1,0,0,annual,1,2024-11
A-c4ea60,2023-04-11,Basic,48,912,10944,0,0,1,0,annual,0,2023-04
A-bcbe98,2024-09-09,Pro,46,2254,27048,0,0,0,0,annual,1,2024-09
A-84ebe4,2024-01-25,Enterprise,18,0,0,1,0,0,0,annual,1,2024-01
A-90a8c8,2024-09-21,Enterprise,28,5572,66864,0,1,0,0,annual,0,2024-09
A-4814a3,2024-11-26,Enterprise,87,17313,207756,0,0,0,0,annual,1,2024-11
A-922109,2024-11-08,Basic,11,209,2508,0,0,0,0,monthly,1,2024-11
A-3be56b,2024-03-08,Pro,17,833,9996,0,0,0,0,annual,1,2024-03
A-c62e55,2024-12-31,Pro,14,686,8232,0,0,0,0,annual,1,2024-12
A-e36807,2024-06-01,Basic,81,1539,18468,0,0,0,0,monthly,0,2024-06
A-118d55,2024-12-07,Pro,17,833,9996,0,0,1,0,monthly,1,2024-12
A-49b828,2024-04-18,Pro,25,1225,14700,0,0,0,0,monthly,1,2024-04
A-9123ac,2024-06-07,Pro,9,441,5292,0,0,0,0,annual,1,2024-06
A-88c6ca,2024-11-01,Enterprise,5,995,11940,0,0,0,0,monthly,1,2024-11
A-1ac5e0,2024-11-19,Enterprise,33,6567,78804,0,0,0,0,annual,1,2024-11
A-a6d261,2024-01-11,Enterprise,9,0,0,1,0,0,0,monthly,1,2024-01
A-82d8a6,2024-12-17,Basic,5,95,1140,0,0,1,1,monthly,1,2024-12
A-592832,2024-12-02,Pro,44,2156,25872,0,0,0,1,annual,0,2024-12
A-c9bb3e,2024-10-26,Enterprise,18,3582,42984,0,0,0,0,annual,1,2024-10
A-313be3,2023-11-25,Enterprise,47,0,0,1,0,0,0,annual,1,2023-11
A-2edab2,2023-11-28,Pro,17,833,9996,0,0,0,0,annual,1,2023-11
A-b07b56,2024-12-02,Pro,30,1470,17640,0,0,0,0,monthly,1,2024-12
A-5a92e7,2024-10-14,Basic,6,0,0,1,0,0,0,monthly,1,2024-10
A-f45426,2024-12-10,Enterprise,46,9154,109848,0,0,0,0,annual,1,2024-12
A-157070,2024-09-18,Pro,49,0,0,1,0,0,0,annual,1,2024-09
A-55f257,2024-07-31,Basic,14,0,0,1,0,0,0,annual,1,2024-07
A-cbd1a3,2024-11-29,Enterprise,28,5572,66864,0,0,0,0,monthly,1,2024-11
A-8ae05d,2024-08-19,Basic,86,1634,19608,0,0,0,0,annual,0,2024-08
A-6da850,2024-04-29,Basic,5,0,0,1,0,1,0,monthly,0,2024-04
A-7cfe77,2024-12-05,Basic,69,1311,15732,0,0,0,0,annual,1,2024-12
A-c16101,2024-09-14,Enterprise,14,2786,33432,0,0,0,0,annual,1,2024-09
A-cab532,2023-11-03,Pro,31,1519,18228,0,0,0,1,monthly,1,2023-11
A-9a532a,2024-09-21,Enterprise,11,2189,26268,0,0,0,0,annual,1,2024-09
A-d922bf,2024-08-12,Enterprise,15,0,0,1,0,0,0,annual,1,2024-08
A-e888d1,2024-05-25,Pro,14,686,8232,0,0,0,0,annual,1,2024-05
A-2b9d3e,2024-11-12,Pro,14,686,8232,0,0,0,0,monthly,1,2024-11
A-4a267b,2024-05-09,Enterprise,29,5771,69252,0,0,0,0,monthly,1,2024-05
A-e7a1e2,2024-10-28,Basic,12,228,2736,0,0,0,0,annual,1,2024-10
A-671f31,2024-12-28,Enterprise,82,0,0,1,0,1,0,annual,1,2024-12
A-6dee43,2024-05-27,Enterprise,54,0,0,1,0,0,0,monthly,1,2024-05
A-0b0d6d,2024-12-30,Pro,22,1078,12936,0,0,0,0,annual,1,2024-12
A-c45b23,2024-04-09,Basic,12,228,2736,0,0,0,0,annual,1,2024-04
A-59f724,2024-06-12,Pro,77,0,0,1,0,0,0,annual,0,2024-06
A-cc1d8d,2024-12-10,Enterprise,8,1592,19104,0,0,0,0,monthly,0,2024-12
A-87aa7b,2024-08-29,Pro,24,0,0,1,1,0,0,annual,1,2024-08
A-acb7f7,2024-03-28,Pro,32,0,0,1,0,0,0,monthly,0,2024-03
A-34d880,2024-08-11,Basic,41,779,9348,0,0,0,1,monthly,0,2024-08
A-956988,2024-12-15,Pro,2,98,1176,0,0,0,0,annual,1,2024-12
A-bcf664,2024-12-12,Pro,47,2303,27636,0,0,0,0,annual,1,2024-12
A-712f1c,2024-01-03,Basic,24,456,5472,0,0,0,0,monthly,1,2024-01
A-c16101,2024-09-23,Basic,16,304,3648,0,1,0,0,annual,1,2024-09
A-c7e58b,2024-04-04,Enterprise,10,1990,23880,0,0,0,0,monthly,1,2024-04
